가맹점명,가맹점유형,업종명,시도명,시군구명,시군구코드,소재지도로명주소,전화번호,관리기관명,관리기관전화번호,데이터기준일자
GS25 춘천엘타워점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 공지로 455 112,112-1,112-2호",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천영서로점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2496 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천외솔점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동내면 외솔길19번길 66, 1층",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천우두LH점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우두로 130 상가동 101-103호,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천우미린,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 후석로 294 1층4호,5호",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천장학,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 만천로 240 104호,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천제일점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후평동 486-10,033-255-1465,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천중앙로,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 금강로 42 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천타운점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 춘주로 174 103호, 104호(퇴계동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천향교점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 교동길 2 (교동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천현대점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 모수물길 54 .,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천현진점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스무숲길 1 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천효제길,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효제길37번길 6 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천후석로점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로46번길 18 (석사동),070-1644-5425,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 춘천후평대로점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로 402 (후평동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 한림대기숙사점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 봉의산길22번길 29 (옥천동),02-2006-2485,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25 한림대점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 삭주로 66 (교동),080-555-2525,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25강대사랑점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 백령로138번길 47 (효자동),02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25남춘천점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 퇴계동 11번지,02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25봄내위도점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로 3020 (사농동),02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천그랜드점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 우석로101번길 20 (석사동,그랜드아파트상가101,102,103호)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천메가시티점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 춘천로 188, 101호 102호 (효자동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천미소점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 근화동 291-14번지 1층 1호,02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천산수빌점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동내면 향군길 25, 1층 상가 (산수빌아파트)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천시티점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서부대성로 205 (효자동),02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천애막골점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 우석로79번길 25, 1층 (석사동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천에이스점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 삭주로108번길 32 (후평동),033-080-1111,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천으뜸점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 춘천로 70 (효자동),02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천중앙점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효자2동 712-11번지,02-2006-2485,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천칠전점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 칠전서길 11-3 (칠전동),080-555-2525,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25춘천행촌로점,편의점,편의점,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 행촌로 11, 상가동 101호 (퇴계동, 한진한성아파트)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25한림대학사1점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 옥천동 1번지,02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
GS25한림대학사2점,편의점,편의점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 옥천동 1번지,02-2006-2118,강원특별자치도 춘천시청,033-250-4043,2025-07-14
KFC춘천석사,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로 2027 (석사동),033-252-3369,강원특별자치도 춘천시청,033-250-4043,2025-07-14
KFC춘천이마트,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 온의동 511번지 이마트춘천 1층,033-252-3369,강원특별자치도 춘천시청,033-250-4043,2025-07-14
Marron,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 후석로 449 , 좌측 1층(후평동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
PURADAK CHICKEN,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충열로16번길 5-9 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
VINO(비노),일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로79번길 16-20 1층 (석사동),033-252-0533,강원특별자치도 춘천시청,033-250-4043,2025-07-14
bhc온의점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스포츠타운길 533 1층 100호,033-251-9949,강원특별자치도 춘천시청,033-250-4043,2025-07-14
pokeallday,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 방송길 77 지하층 B123호,033-8702-0158,강원특별자치도 춘천시청,033-250-4043,2025-07-14
salondenomad,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서면 덕두원길 108-27 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
unsalted butter cake,일반가맹점,제과점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충혼길5번길 4-4 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
샵비육일이(#B-612),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충혼길8번길 9-1 1층,033-262-9416,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가거도횟집,일반가맹점,일식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로190번길 80 1층,033-241-3222,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가고파닭발,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로 431 (후평동),033-243-4925,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가나 전집,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 소양정길 10 1층(소양로1가),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가내수공업 춘천점,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동내면 춘천순환로 131,033-262-7977,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가든은행나무,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 행촌로 55-6 (퇴계동),033-254-4790,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가든파티,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 퇴계로145번길 3-12, 1층 (퇴계동)",033-264-4243,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가라와라국물닭발춘천퇴계점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로105번길 5 1층 (퇴계동),033-262-7758,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가락재정상쉼터,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동면 상걸리 53-3,033-244-9632,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가람스낵,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 봉의산길22번길 30-1 1층,033-231-1111,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가람푸드써비스(주)춘천숲체원지점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신북읍 장본2길 331 .,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가르텐보리정원(퇴계점),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 행촌로 39 1층,033-251-4284,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가리미김밥(온의점),일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로2279번길 13 (온의동),033-252-7631,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가리미김밥거두점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동내면 공지로 70-57,033-264-3883,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가리미김밥김유정역점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 김유정로 1417 A동 102호,033-262-7188,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가리미김밥봄내점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 퇴계로 215, 1층 2호 (석사동)",033-264-0375,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가리미김밥석사세경점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 남춘천새길 39, 1층 (효자동)",033-257-6643,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가리미김밥퇴계금호한주점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 안마산로 227 1층,033-252-6770,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가마골소머리곰탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동내면 영서로 1761,033-262-0559,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가마골인삼순대,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효석로89번길 29-1 .,033-264-8656,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가마솥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 풍류길 12 1층,033-243-2298,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가마솥곰탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2847-6 1층,033-244-5233,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가마솥소머리곰탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충열로 292-4 .,033-244-2297,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가마솥순대국,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효자로 11 1층,033-242-5989,강원특별자치도 춘천시청,033-250-4043,2025-07-14
가마솥순대국(애막골점),일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 애막골길7번길 21 1층,033-261-0139,강원특별자치도 춘천시청,033-250-4043,2025-07-14
